Serial,M1,M2,M3,M4,M5,M6,S2,D1,D2,D3,D4,D4A.1,D4B.1,D4C.1,D4D.1,D4D1.1,D4E.1,D4A.2,D4B.2,D4C.2,D4D.2,D4D1.2,D4E.2,D4A.3,D4B.3,D4C.3,D4D.3,D4D1.3,D4E.3,D4A.4,D4B.4,D4C.4,D4D.4,D4D1.4,D4E.4,D4A.5,D4B.5,D4C.5,D4D.5,D4D1.5,D4E.5,D4A.6,D4B.6,D4C.6,D4D.6,D4D1.6,D4E.6,D4A.7,D4B.7,D4C.7,D4D.7,D4D1.7,D4E.7,D4A.8,D4B.8,D4C.8,D4D.8,D4D1.8,D4E.8,D4A.9,D4B.9,D4C.9,D4D.9,D4D1.9,D4E.9,D4F.1,D4F.2.1,D4F.2.2,D4F.2.3,D4F.2.4,D4F.2.5,D4F.2.6,D4F.2.7,D4F.2.8,D4F.2.9,D4F.2.10,D4F.2.11,D4F.2.12,D4F.2.13,D4F.2.14,D4F.2.15,D4F.2.16,D4F.2.97,D4G.1,D4G.2.1,D4G.2.2,D4G.2.3,D4G.2.4,D4G.2.5,D4G.2.6,D4G.2.7,D4G.2.8,D4G.2.9,D4G.2.10,D4G.2.11,D4G.2.12,D4G.2.13,D4G.2.14,D4G.2.15,D4G.2.16,D4G.2.17,D4G.2.18,D4G.2.97,D4H,D4I,D4J,D4J.2.1,D4J.2.2,D4J.2.3,D4J.2.4,D4J.2.5,D4J.2.6,D4J.2.7,D4J.2.8,D4J.2.9,D4J.2.10,D4J.2.97,D5,D6,D7,D8,D9,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.97,Q14,Q15A,Q15B,Q15C,Q15D,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q24H,Q24I,Q24J,Q24K,Q24L,Q24M,Q24N,Q24O,Q24P,Q24T,Q25,QN1,QN2,QN3,QN4,QN5,QN6,QN7,QN8,QN9,QN10,QN11
159,1,19912c10672,785259634,2,0,0,12,1,60,6,3,2,3,2,0,0,2,2,12,1,1,1,2,2,16,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,2,1,2,0,1,1 2,1,2,U,U,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,2,0,1 2,2 3 9 15 16,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,3,U,99,0,0,0,0,0,0,0,0,0,0,0
160,1,19912c16471,772631464,2,0,0,8,1,28,4,2,1,0.1,2,0,0,2,2,2,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 13,1,U,U,U,U,U,U,U,U,U,U,U,2,U,7 11,U,U,20,20,11,1,1,6,1,15,0,1 2 3 9,2,U,1,U,U,U,U,U,3,U,U,U,U,U,U,U,U,18,0,0,0,0,0,0,0,0,0,0,0
161,1,16513c08067,78584478,2,0,0,12,1,37,5,3,1,2,2,0,0,2,1,11,2,0,0,2,1,13,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,97,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 9,1,4,5,2,U,U,U,U,3,U,U,U,U,U,6 7 9 11,U,30,30,30,6,1,1,2,1,18,0,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
162,1,16513c18933,787302036,1,0,0,2,2,60,8,1,2,16,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,3 11,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3 17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,9 17,0,0,0,0,0,0,0,0,1,0,0,2,2,0,6,1 2,1,4,1,5,1,1,2,1,2,0,1,1,1,U,U,U,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,4,2,0,2,0,1,2 3 9 12 15 16,U,1,2,U,U,U,U,U,U,U,U,3,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
163,1,16513c14337,797088413,2,0,0,3,2,30,3,2,1,10,1,1,1,2,1,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,5,1,5,1,1,1,1,1,10,1,1 2 3 4 5,1,3,5,2,4,U,U,U,U,U,U,U,U,U,3 6 9 10,15,5,20,20,9,1,1,97,1,4,0,1 2 3 15 16,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
164,1,16513c25453,799682454,1,1,0,3,2,58,4,2,1,16,2,0,0,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,4,1,5,1,1,2,1,2,0,1,1,1,U,U,U,U,U,U,U,U,U,U,U,U,U,9 10,U,U,20,20,9,1,1,1,1,13,0,1 2 3 15 16,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
165,1,19911c02104,786657174,2,0,0,4,1,35,5,3,1,2,2,0,0,2,1,10,1,1,1,2,1,11,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5 9 13,1,U,U,2,4,U,U,U,3,U,U,U,5,U,2 3 6 7 9 11,40,20,50,20,9,2,1,1 4,1,12 13,0,1 2 3 15 16,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
166,1,19912C01162,797129281,1,0,1,4,1,53,7,6,2,6,1,1,1,2,1,7,1,1,1,2,2,8,1,1,1,2,1,12,1,1,1,2,2,14,1,1,1,2,2,16,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,1,97,1,1 2 3 4 5 11,1,2,3,U,5,U,U,U,U,U,4,U,U,U,3,50,U,U,U,3,1,1,3,1,2 16,0,2 3 4,U,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
167,1,47412c00095,785135831,2,0,1,4,1,39,6,4,2,3,2,0,0,2,1,7,1,1,1,2,2,9,1,1,1,2,1,11,1,1,1,1,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,U,4,2,3,U,U,U,U,U,U,U,U,U,3 6 7 9 10,30,5,35,10,9,1,1,1,1,2 13,0,2 3 15 16,U,1,2,U,U,U,U,U,U,U,U,U,U,U,3,U,U,99,0,0,0,0,0,0,0,0,0,0,0
168,1,16513c19948,798967532,1,0,0,1,1,40,7,5,1,2,2,0,0,2,1,4,2,0,0,2,1,6,2,0,0,2,2,8,1,1,1,2,2,10,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,4,1,5,1,2,1,1,2,0,1,1 2 3 4 5 7 8 9 11,1,2,U,3,U,U,5,U,4,U,U,U,U,U,3 5 6 7 9 10 11,15,25,30,25,7,1,1,1 2 3 5 6 8,1,2 12 13 14 15 16 17 18 20,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
169,1,16513c20870,799833963,1,0,0,1,2,40,6,5,1,3,2,0,0,2,1,4,2,0,0,2,1,8,1,1,1,2,2,14,1,1,1,2,1,16,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 5 6 7 9 10 11,20,30,20,20,6,1,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18,0,1 2 7 9 10 11 15,U,1,U,U,U,U,U,U,2,U,3,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
170,1,16513c20329,799419889,2,0,0,1,1,36,5,3,1,2,2,0,0,2,2,4,2,0,0,2,1,6,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 7 8 9 10 11,1,2,3,U,U,U,U,4,5,U,U,U,U,U,3 4 5 6 7 9 10 11,10,20,15,15,6,2,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 11 15,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
171,1,16513c20337,797873914,2,0,0,1,2,25,5,4,1,0.3,2,0,0,2,2,4,2,0,0,2,2,6,1,1,2,2,1,9,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 7 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,2 3 4 5 6 7 9 10 11,15,30,20,15,6,1,1,1 2 3 4 5 6 7 8,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
172,1,16513c20837,797511764,1,0,0,1,2,35,6,4,1,5,2,0,0,2,2,9,1,1,2,2,2,16,1,1,1,2,1,17,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,U,U,5,U,4,U,U,U,U,U,3 5 6 9 10 11,20,25,20,15,6,2,1,1 2 4 8,1,2 12 13 16 17 18,0,1 2 3 9 10,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,11,0,0,0,0,0,0,0,0,0,0,0
174,1,16513c20327,790618599,1,0,1,1,1,42,6,4,1,3,2,0,0,2,1,5,2,0,0,2,2,7,1,1,1,2,2,8,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1 2,1,4,1,1 5,1,1,2,1,2,0,1,1 2 3 4 5 7 8 9 10 11,1,2,U,3,4,U,U,U,5,U,U,U,U,U,3 4 5 6 7 9 10 11,15,30,20,15,6,1,1,1 2 3 4 5 6 8,1,2 12 13 14 15 16 17 18,0,1 2 3 9 10 11 15,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
175,1,16513c13710,796695526,1,0,0,1,1,50,8,3,1,12,1,1,1,2,2,13,1,1,2,1,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 9 10 11,1,2,U,3,4,U,U,U,U,5,U,U,U,U,3 5 6 9 10 11,15,20,15,10,6,2,1,1 2 3 4,1,2 12 13 16 17,0,1 2 3 9 10 11 12,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
176,1,19912C07246,786707941,2,0,0,1,2,24,5,3,2,2,2,0,0,2,2,4,2,0,0,2,1,6,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 7 8 9 10 11,4,3,U,2,U,U,1,5,U,U,U,U,U,U,4 5 6 7 8 9 10,U,25,20,15,6,1,1,1 2 3 4 5 6,1,2 12 13 14 15 17 18 20,0,1 2 3 9 10,2,1,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
177,1,19912C07234,785228762,2,0,0,1,1,41,5,3,1,4,2,0,0,2,2,11,1,1,1,2,2,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 5 7 9 10 11,1,5,U,4,U,U,2,U,3,U,U,U,U,U,2 3 4 5 6 9 10,25,15,10,10,2,1,1,1 4 5 7 8,1,2 12 13 14 16 17 18 20,0,1 2 3 9 10 15,U,1,2,U,U,U,U,U,U,3,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
178,1,19912c07211,179766553,1,0,1,1,2,45,4,3,1,12,2,0,0,2,1,14,2,0,0,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,2 8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 4 8 9,1,2,U,3,U,U,U,5,4,U,U,U,U,U,5 6 9 10,U,20,10,15,6,1,1,1,1,2 13 17,0,2 3 7 9 10 11,U,1,2,U,U,U,3,U,U,U,U,U,U,U,U,U,U,6,0,0,0,0,0,0,0,0,0,0,0
179,1,19912c02327,788014632,1,0,0,1,1,45,10,7,2,1,2,0,0,2,2,5,2,0,0,2,2,6,2,0,0,2,2,8,2,0,0,2,2,11,2,0,0,2,2,13,2,0,0,1,2,17,1,2,0,3,0,U,0,0,0,0,0,U,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,3 4 8 10 13,U,U,2,1,U,U,U,5,U,3,U,U,4,U,5 6 7 9 10 11,U,30,20,30,10,1,1,1 4 5,1,3 8 12 16 20,0,3 9 12 16,U,U,1,U,U,U,U,U,U,U,U,2,U,U,U,3,U,6,0,0,0,0,0,0,0,0,0,0,0
180,1,16513c20336,796435817,2,0,1,1,2,29,6,5,2,4,2,0,0,2,2,4.5,2,0,0,2,1,8,2,0,0,2,2,13,1,1,1,2,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 13,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,3,1,5,1,1,2,1,2,0,1,1 4 9 11 13,1,U,U,2,U,U,U,U,3,U,4,U,5,U,2 3 5 6 7 9 10,10,15,15,20,10,1,1,1 5 7 8,1,2 4 8 13 16 17,0,2 3 9,U,2,1,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
182,1,16513c20377,796947082,2,0,0,1,1,32,5,3,1,5,2,0,0,2,2,5,2,0,0,2,2,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 4 8 9,1,3,U,2,U,U,U,5,4,U,U,U,U,U,5 6 9 10,U,20,20,20,6,1,1,1 4,1,2 8 16 18,0,2 3 9 11 15,U,2,1,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
183,1,16513c20782,795156178,2,0,1,1,2,55,4,1,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 6 7 8 9 10 11,1,2,U,3,4,U,5,U,U,U,U,U,U,U,3 6 9 10 11,4,5,7,4,9,3,1,1 2 4 8,1,12 13 16,0,1 2 3 9 10 11,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,15,0,0,0,0,0,0,0,0,0,0,0
184,1,16513c20290,799281237,1,0,1,1,2,36,8,6,1,1.7,2,0,0,2,2,3,2,0,0,2,1,7,1,1,1,2,2,11,1,1,1,2,1,14,1,1,1,2,2,16,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1 2,1,1,1,2 5,1,1,1,1,2,0,1,1 4 5 9 10,1,U,U,2,5,U,U,U,4,3,U,U,U,U,2 3 4 6 7 9 11,15,35,30,20,6,1,1,1 3 4 5 7,1,2 8 13 15 16,0,2 3 9,U,2,1,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
185,1,16513c20716,79869026,2,1,1,1,2,15,5,5,1,8,1,1,2,1,1,9,1,1,1,2,2,10,1,1,1,2,1,12,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,2,1 2,1,3,1,2,1,1,1,1,2,0,2,1 2 4 5 8 11,1,2,U,3,5,U,U,U,U,U,4,U,U,U,2 3 5 6 9 10,30,10,50,10,3,1,1,1 2 3 4 8,1,2 12 13 16 17 20,0,2 3 7 9 10,U,U,1,U,U,U,2,U,3,U,U,U,U,U,U,U,U,11,0,0,0,0,0,0,0,0,0,0,0
186,1,16513c20470,79878977,2,0,0,1,2,25,6,4,1,1,2,0,0,2,1,2,2,0,0,2,1,5,2,0,0,2,1,6,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1 2,1,5,1,5,1,2,1,1,2,0,1,1 2 3 4 5 6 11 13,1,2,U,U,U,4,U,U,U,U,5,U,3,U,3 5 6 7 9 10 11,10,30,20,20,6,2,1,1 5 6,1,2 4 13,0,1 2 3 7 15 16,U,1,2,U,U,U,3,U,U,U,U,U,U,U,U,U,U,10,0,0,0,0,0,0,0,0,0,0,0
187,1,16513c20255,798601038,3,1,0,1,2,43,5,1,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,3,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 5 9 10 13,1,3,4,2,5,U,U,U,U,U,U,U,U,U,2 3 9 10,5,U,10,5,9,2,2,0,2,0,2,1 2 9 10,1,2,U,U,U,U,U,U,U,3,U,U,U,U,U,U,U,11,0,0,0,0,0,0,0,0,0,0,0
188,1,16513c21028,798473217,2,0,1,1,2,30,4,3,2,4,2,0,0,2,2,5,2,0,0,2,2,9,1,1,2,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,3 5 9,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,3 5 9 13,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 9 12 13,1,2,U,U,U,U,U,U,4,U,U,5,3,U,3 5 6 10,15,25,U,20,6,1,1,1 5,1,2 8 13,0,2 3 9,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
189,1,16513c20269,798453028,2,0,1,1,2,49,6,3,2,11,1,1,1,2,2,13,1,1,1,2,2,16,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,8 97,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3 8,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1 2,1,4,1,5,1,1,2,1,2,0,1,1 2 3 4 5 10 11,2,3,4,1,5,U,U,U,U,U,U,U,U,U,2 3 9 10 11,5,U,25,30,10,1,1,1 3 8,1,2 12 13 16 17 20 21,0,1 2 3 9 10 12,U,1,2,U,U,U,U,U,U,3,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
